date,state_final,district_norm,age_0_5,age_5_17,age_18_greater,total_enrolments,district
2025-09-09,andhra pradesh,adilabad,25,7,0,32,Adilabad
2025-09-09,andhra pradesh,allurisitharamaraju,17,3,0,20,Alluri Sitharama Raju
2025-09-09,andhra pradesh,anakapalli,9,0,0,9,Anakapalli
2025-09-09,andhra pradesh,anantapur,69,3,0,72,Anantapur
2025-09-09,andhra pradesh,ananthapur,29,3,0,32,Ananthapur
2025-09-09,andhra pradesh,ananthapuramu,36,2,0,38,Ananthapuramu
2025-09-09,andhra pradesh,annamayya,18,1,1,20,Annamayya
2025-09-09,andhra pradesh,bapatla,8,5,0,13,Bapatla
2025-09-09,andhra pradesh,chittoor,114,11,0,125,Chittoor
2025-09-09,andhra pradesh,cuddapah,93,9,0,102,Cuddapah
2025-09-09,andhra pradesh,dr.b.r.ambedkarkonaseema,13,4,1,18,Dr. B. R. Ambedkar Konaseema
2025-09-09,andhra pradesh,eastgodavari,154,10,0,164,East Godavari
2025-09-09,andhra pradesh,eluru,11,1,1,13,Eluru
2025-09-09,andhra pradesh,guntur,116,12,0,128,Guntur
2025-09-09,andhra pradesh,hyderabad,68,18,0,86,Hyderabad
2025-09-09,andhra pradesh,k.v.rangareddy,1,0,0,1,K.V.Rangareddy
2025-09-09,andhra pradesh,kakinada,10,1,1,12,Kakinada
2025-09-09,andhra pradesh,karimnagar,14,5,0,19,Karimnagar
2025-09-09,andhra pradesh,khammam,21,10,0,31,Khammam
2025-09-09,andhra pradesh,krishna,118,14,0,132,Krishna
2025-09-09,andhra pradesh,kurnool,164,30,1,195,Kurnool
2025-09-09,andhra pradesh,mahabubnagar,43,14,0,57,Mahabub Nagar
2025-09-09,andhra pradesh,mahbubnagar,8,2,0,10,Mahbubnagar
2025-09-09,andhra pradesh,medak,41,7,0,48,Medak
2025-09-09,andhra pradesh,n.t.r,11,1,1,13,N. T. R
2025-09-09,andhra pradesh,nalgonda,22,4,0,26,Nalgonda
2025-09-09,andhra pradesh,nandyal,10,0,0,10,Nandyal
2025-09-09,andhra pradesh,nellore,74,11,0,85,Nellore
2025-09-09,andhra pradesh,nizamabad,8,2,0,10,Nizamabad
2025-09-09,andhra pradesh,palnadu,13,4,0,17,Palnadu
2025-09-09,andhra pradesh,parvathipurammanyam,10,0,0,10,Parvathipuram Manyam
2025-09-09,andhra pradesh,prakasam,112,30,0,142,Prakasam
2025-09-09,andhra pradesh,rangareddi,38,6,0,44,Rangareddi
2025-09-09,andhra pradesh,srikakulam,92,3,2,97,Srikakulam
2025-09-09,andhra pradesh,sripottisriramulunellore,16,8,6,30,Sri Potti Sriramulu Nellore
2025-09-09,andhra pradesh,srisathyasai,11,0,0,11,Sri Sathya Sai
2025-09-09,andhra pradesh,tirupati,9,25,5,39,Tirupati
2025-09-09,andhra pradesh,visakhapatnam,120,5,0,125,Visakhapatnam
2025-09-09,andhra pradesh,vizianagaram,62,4,0,66,Vizianagaram
2025-09-09,andhra pradesh,warangal,26,5,0,31,Warangal
2025-09-09,andhra pradesh,westgodavari,137,5,2,144,West Godavari
2025-09-09,andhra pradesh,y.s.r,10,2,1,13,Y. S. R
2025-09-09,arunachal pradesh,changlang,26,14,0,40,Changlang
2025-09-09,arunachal pradesh,eastkameng,3,0,0,3,East Kameng
2025-09-09,arunachal pradesh,eastsiang,4,2,0,6,East Siang
2025-09-09,arunachal pradesh,leparada,0,1,0,1,Leparada
2025-09-09,arunachal pradesh,lohit,1,1,0,2,Lohit
2025-09-09,arunachal pradesh,longding,7,12,0,19,Longding
2025-09-09,arunachal pradesh,lowerdibangvalley,2,1,0,3,Lower Dibang Valley
2025-09-09,arunachal pradesh,lowersiang,1,1,0,2,Lower Siang
2025-09-09,arunachal pradesh,lowersubansiri,2,1,0,3,Lower Subansiri
2025-09-09,arunachal pradesh,namsai,3,3,0,6,Namsai
2025-09-09,arunachal pradesh,papumpare,3,4,0,7,Papum Pare
2025-09-09,arunachal pradesh,tawang,3,0,0,3,Tawang
2025-09-09,arunachal pradesh,tirap,2,4,0,6,Tirap
2025-09-09,arunachal pradesh,uppersiang,1,0,0,1,Upper Siang
2025-09-09,arunachal pradesh,uppersubansiri,2,1,0,3,Upper Subansiri
2025-09-09,arunachal pradesh,westkameng,2,4,0,6,West Kameng
2025-09-09,arunachal pradesh,westsiang,3,3,0,6,West Siang
2025-09-09,assam,baksa,42,9,0,51,Baksa
2025-09-09,assam,barpeta,167,46,0,213,Barpeta
2025-09-09,assam,biswanath,21,12,0,33,Biswanath
2025-09-09,assam,bongaigaon,33,6,0,39,Bongaigaon
2025-09-09,assam,cachar,138,70,0,208,Cachar
2025-09-09,assam,charaideo,9,7,0,16,Charaideo
2025-09-09,assam,chirang,21,11,0,32,Chirang
2025-09-09,assam,darrang,66,27,0,93,Darrang
2025-09-09,assam,dhemaji,21,15,4,40,Dhemaji
2025-09-09,assam,dhubri,172,63,0,235,Dhubri
2025-09-09,assam,dibrugarh,48,27,2,77,Dibrugarh
2025-09-09,assam,goalpara,103,23,2,128,Goalpara
2025-09-09,assam,golaghat,22,32,6,60,Golaghat
2025-09-09,assam,hailakandi,78,20,1,99,Hailakandi
2025-09-09,assam,hojai,47,31,0,78,Hojai
2025-09-09,assam,jorhat,24,10,0,34,Jorhat
2025-09-09,assam,kamrup,121,31,0,152,Kamrup
2025-09-09,assam,kamrupmetro,30,28,0,58,Kamrup Metro
2025-09-09,assam,karbianglong,40,35,19,94,Karbi Anglong
2025-09-09,assam,karimganj,148,73,0,221,Karimganj
2025-09-09,assam,kokrajhar,46,10,2,58,Kokrajhar
2025-09-09,assam,lakhimpur,108,31,1,140,Lakhimpur
2025-09-09,assam,majuli,5,3,0,8,Majuli
2025-09-09,assam,marigaon,148,36,4,188,Marigaon
2025-09-09,assam,nagaon,206,64,0,270,Nagaon
2025-09-09,assam,nalbari,46,18,0,64,Nalbari
2025-09-09,assam,northcacharhills,2,4,0,6,North Cachar Hills
2025-09-09,assam,sibsagar,30,5,0,35,Sibsagar
2025-09-09,assam,sonitpur,90,44,0,134,Sonitpur
2025-09-09,assam,southsalmaramankachar,24,8,0,32,South Salmara Mankachar
2025-09-09,assam,sribhumi,1,1,0,2,Sribhumi
2025-09-09,assam,tamulpurdistrict,0,1,0,1,Tamulpur District
2025-09-09,assam,tinsukia,45,37,1,83,Tinsukia
2025-09-09,assam,udalguri,37,14,1,52,Udalguri
2025-09-09,assam,westkarbianglong,0,1,4,5,West Karbi Anglong
2025-09-09,bihar,araria,127,66,0,193,Araria
2025-09-09,bihar,arwal,16,72,0,88,Arwal
2025-09-09,bihar,aurangabad,39,112,0,151,Aurangabad
2025-09-09,bihar,banka,83,95,0,178,Banka
2025-09-09,bihar,begusarai,108,81,2,191,Begusarai
2025-09-09,bihar,bhabua,0,1,0,1,Bhabua
2025-09-09,bihar,bhagalpur,117,117,0,234,Bhagalpur
2025-09-09,bihar,bhojpur,31,131,0,162,Bhojpur
2025-09-09,bihar,buxar,32,69,0,101,Buxar
2025-09-09,bihar,darbhanga,235,130,0,365,Darbhanga
2025-09-09,bihar,eastchamparan,164,276,4,444,East Champaran
2025-09-09,bihar,gaya,93,228,5,326,Gaya
2025-09-09,bihar,gopalganj,73,115,0,188,Gopalganj
2025-09-09,bihar,jamui,66,89,0,155,Jamui
2025-09-09,bihar,jehanabad,16,53,0,69,Jehanabad
2025-09-09,bihar,kaimur(bhabua),52,59,0,111,Kaimur (Bhabua)
2025-09-09,bihar,katihar,230,110,0,340,Katihar
2025-09-09,bihar,khagaria,82,86,1,169,Khagaria
2025-09-09,bihar,kishanganj,113,38,0,151,Kishanganj
2025-09-09,bihar,lakhisarai,41,52,1,94,Lakhisarai
2025-09-09,bihar,madhepura,83,78,1,162,Madhepura
2025-09-09,bihar,madhubani,162,136,3,301,Madhubani
2025-09-09,bihar,munger,35,52,2,89,Munger
2025-09-09,bihar,muzaffarpur,153,121,0,274,Muzaffarpur
2025-09-09,bihar,nalanda,48,125,0,173,Nalanda
2025-09-09,bihar,nawada,64,192,1,257,Nawada
2025-09-09,bihar,pashchimchamparan,2,2,0,4,Pashchim Champaran
2025-09-09,bihar,patna,110,271,2,383,Patna
2025-09-09,bihar,purbachamparan,1,4,0,5,Purba Champaran
2025-09-09,bihar,purnea,4,4,0,8,Purnea
2025-09-09,bihar,purnia,149,86,0,235,Purnia
2025-09-09,bihar,rohtas,53,105,2,160,Rohtas
2025-09-09,bihar,saharsa,106,115,0,221,Saharsa
2025-09-09,bihar,samastipur,188,183,1,372,Samastipur
2025-09-09,bihar,samstipur,0,1,0,1,Samstipur
2025-09-09,bihar,saran,91,194,0,285,Saran
2025-09-09,bihar,sheikhpura,26,42,1,69,Sheikhpura
2025-09-09,bihar,sheikpura,0,1,0,1,Sheikpura
2025-09-09,bihar,sheohar,31,21,0,52,Sheohar
2025-09-09,bihar,sitamarhi,192,166,4,362,Sitamarhi
2025-09-09,bihar,siwan,106,173,1,280,Siwan
2025-09-09,bihar,supaul,100,66,0,166,Supaul
2025-09-09,bihar,vaishali,150,169,1,320,Vaishali
2025-09-09,bihar,westchamparan,138,226,4,368,West Champaran
2025-09-09,chandigarh,chandigarh,41,5,0,46,Chandigarh
2025-09-09,chhattisgarh,balod,35,3,0,38,Balod
2025-09-09,chhattisgarh,balodabazar,85,11,1,97,Baloda Bazar
2025-09-09,chhattisgarh,balrampur,73,20,0,93,Balrampur
2025-09-09,chhattisgarh,bastar,51,20,0,71,Bastar
2025-09-09,chhattisgarh,bemetara,44,3,0,47,Bemetara
2025-09-09,chhattisgarh,bijapur,28,11,10,49,Bijapur
2025-09-09,chhattisgarh,bilaspur,183,17,0,200,Bilaspur
2025-09-09,chhattisgarh,dakshinbastardantewada,3,2,0,5,Dakshin Bastar Dantewada
2025-09-09,chhattisgarh,dantewada,4,1,0,5,Dantewada
2025-09-09,chhattisgarh,dhamtari,41,0,0,41,Dhamtari
2025-09-09,chhattisgarh,durg,58,9,1,68,Durg
2025-09-09,chhattisgarh,gariyaband,37,7,0,44,Gariyaband
2025-09-09,chhattisgarh,gaurela-pendra-marwahi,2,0,0,2,Gaurela-pendra-marwahi
2025-09-09,chhattisgarh,janjgir-champa,98,13,0,111,Janjgir-champa
2025-09-09,chhattisgarh,jashpur,58,13,0,71,Jashpur
2025-09-09,chhattisgarh,kabeerdham,20,1,0,21,Kabeerdham
2025-09-09,chhattisgarh,kanker,26,4,0,30,Kanker
2025-09-09,chhattisgarh,kawardha,45,6,0,51,Kawardha
2025-09-09,chhattisgarh,khairagarhchhuikhadangandai,1,0,0,1,Khairagarh Chhuikhadan Gandai
2025-09-09,chhattisgarh,kondagaon,40,14,1,55,Kondagaon
2025-09-09,chhattisgarh,korba,77,5,0,82,Korba
2025-09-09,chhattisgarh,koriya,36,5,0,41,Koriya
2025-09-09,chhattisgarh,mahasamund,64,7,0,71,Mahasamund
2025-09-09,chhattisgarh,manendragarh–chirmiri–bharatpur,4,2,0,6,Manendragarh–Chirmiri–Bharatpur
2025-09-09,chhattisgarh,mohla-manpur-ambagarhchouki,7,2,0,9,Mohla-Manpur-Ambagarh Chouki
2025-09-09,chhattisgarh,mungeli,73,13,0,86,Mungeli
2025-09-09,chhattisgarh,narayanpur,4,9,0,13,Narayanpur
2025-09-09,chhattisgarh,raigarh,100,6,0,106,Raigarh
2025-09-09,chhattisgarh,raipur,130,9,0,139,Raipur
2025-09-09,chhattisgarh,rajnandgaon,70,8,0,78,Rajnandgaon
2025-09-09,chhattisgarh,sakti,13,4,0,17,Sakti
2025-09-09,chhattisgarh,sarangarh-bilaigarh,1,1,0,2,Sarangarh-Bilaigarh
2025-09-09,chhattisgarh,sukma,10,7,2,19,Sukma
2025-09-09,chhattisgarh,surajpur,70,11,0,81,Surajpur
2025-09-09,chhattisgarh,surguja,68,17,0,85,Surguja
2025-09-09,chhattisgarh,uttarbastarkanker,18,0,0,18,Uttar Bastar Kanker
2025-09-09,dadra and nagar haveli and daman and diu,dadra&nagarhaveli,1,0,0,1,Dadra & Nagar Haveli
2025-09-09,dadra and nagar haveli and daman and diu,dadraandnagarhaveli,27,4,0,31,Dadra and Nagar Haveli
2025-09-09,dadra and nagar haveli and daman and diu,daman,1,0,0,1,Daman
2025-09-09,dadra and nagar haveli and daman and diu,diu,4,0,0,4,Diu
2025-09-09,delhi,centraldelhi,27,8,2,37,Central Delhi
2025-09-09,delhi,eastdelhi,70,22,1,93,East Delhi
2025-09-09,delhi,newdelhi,4,0,0,4,New Delhi
2025-09-09,delhi,northdelhi,35,7,0,42,North Delhi
2025-09-09,delhi,northeast,29,9,0,38,North East
2025-09-09,delhi,northeastdelhi,61,38,0,99,North East Delhi
2025-09-09,delhi,northwestdelhi,138,46,1,185,North West Delhi
2025-09-09,delhi,shahdara,5,0,0,5,Shahdara
2025-09-09,delhi,southdelhi,119,38,3,160,South Delhi
2025-09-09,delhi,southeastdelhi,1,0,0,1,South East Delhi
2025-09-09,delhi,southwestdelhi,89,23,4,116,South West Delhi
2025-09-09,delhi,westdelhi,135,27,1,163,West Delhi
2025-09-09,goa,northgoa,17,5,2,24,North Goa
2025-09-09,goa,southgoa,9,4,2,15,South Goa
2025-09-09,gujarat,ahmadabad,14,7,0,21,Ahmadabad
2025-09-09,gujarat,ahmedabad,217,94,4,315,Ahmedabad
2025-09-09,gujarat,amreli,49,10,1,60,Amreli
2025-09-09,gujarat,anand,90,18,1,109,Anand
2025-09-09,gujarat,arvalli,39,9,0,48,Arvalli
2025-09-09,gujarat,banaskantha,79,68,3,150,Banaskantha
2025-09-09,gujarat,bharuch,76,7,0,83,Bharuch
2025-09-09,gujarat,bhavnagar,127,23,4,154,Bhavnagar
2025-09-09,gujarat,botad,35,4,0,39,Botad
2025-09-09,gujarat,chhotaudepur,19,18,2,39,Chhotaudepur
2025-09-09,gujarat,dahod,62,68,3,133,Dahod
2025-09-09,gujarat,devbhumidwarka,25,5,2,32,Devbhumi Dwarka
2025-09-09,gujarat,dohad,22,11,0,33,Dohad
2025-09-09,gujarat,gandhinagar,66,11,1,78,Gandhinagar
2025-09-09,gujarat,girsomnath,51,18,2,71,Gir Somnath
2025-09-09,gujarat,jamnagar,50,20,0,70,Jamnagar
2025-09-09,gujarat,junagadh,115,13,1,129,Junagadh
2025-09-09,gujarat,kachchh,20,9,0,29,Kachchh
2025-09-09,gujarat,kheda,95,28,9,132,Kheda
2025-09-09,gujarat,mahesana,66,11,1,78,Mahesana
2025-09-09,gujarat,mahisagar,30,7,1,38,Mahisagar
2025-09-09,gujarat,morbi,34,6,2,42,Morbi
2025-09-09,gujarat,narmada,33,1,0,34,Narmada
2025-09-09,gujarat,navsari,49,4,0,53,Navsari
2025-09-09,gujarat,panchmahals,63,34,3,100,Panchmahals
2025-09-09,gujarat,patan,67,14,4,85,Patan
2025-09-09,gujarat,porbandar,37,3,2,42,Porbandar
2025-09-09,gujarat,rajkot,125,38,3,166,Rajkot
2025-09-09,gujarat,sabarkantha,76,31,4,111,Sabarkantha
2025-09-09,gujarat,surat,204,84,1,289,Surat
2025-09-09,gujarat,surendranagar,107,30,2,139,Surendra Nagar
2025-09-09,gujarat,tapi,71,12,1,84,Tapi
2025-09-09,gujarat,thedangs,37,6,0,43,The Dangs
2025-09-09,gujarat,vadodara,130,51,3,184,Vadodara
2025-09-09,gujarat,valsad,97,27,2,126,Valsad
2025-09-09,haryana,ambala,55,1,0,56,Ambala
2025-09-09,haryana,bhiwani,52,6,0,58,Bhiwani
2025-09-09,haryana,charkhidadri,23,0,0,23,Charkhi Dadri
2025-09-09,haryana,faridabad,89,38,2,129,Faridabad
2025-09-09,haryana,fatehabad,41,1,0,42,Fatehabad
2025-09-09,haryana,gurgaon,97,22,2,121,Gurgaon
2025-09-09,haryana,hisar,87,5,0,92,Hisar
2025-09-09,haryana,jhajjar,65,0,0,65,Jhajjar
2025-09-09,haryana,jind,102,1,0,103,Jind
2025-09-09,haryana,kaithal,78,2,0,80,Kaithal
2025-09-09,haryana,karnal,106,6,1,113,Karnal
2025-09-09,haryana,kurukshetra,40,4,0,44,Kurukshetra
2025-09-09,haryana,mahendragarh,43,5,0,48,Mahendragarh
2025-09-09,haryana,mewat,63,6,0,69,Mewat
2025-09-09,haryana,palwal,69,9,0,78,Palwal
2025-09-09,haryana,panchkula,21,2,0,23,Panchkula
2025-09-09,haryana,panipat,58,3,1,62,Panipat
2025-09-09,haryana,rewari,39,4,1,44,Rewari
2025-09-09,haryana,rohtak,59,3,1,63,Rohtak
2025-09-09,haryana,sirsa,39,3,0,42,Sirsa
2025-09-09,haryana,sonipat,93,8,0,101,Sonipat
2025-09-09,haryana,yamunanagar,68,1,0,69,Yamuna Nagar
2025-09-09,himachal pradesh,bilaspur,20,0,0,20,Bilaspur
2025-09-09,himachal pradesh,chamba,29,0,1,30,Chamba
2025-09-09,himachal pradesh,hamirpur,23,1,0,24,Hamirpur
2025-09-09,himachal pradesh,kangra,79,4,1,84,Kangra
2025-09-09,himachal pradesh,kinnaur,1,2,0,3,Kinnaur
2025-09-09,himachal pradesh,kullu,6,0,0,6,Kullu
2025-09-09,himachal pradesh,lahul&spiti,2,0,0,2,Lahul & Spiti
2025-09-09,himachal pradesh,lahulandspiti,2,0,0,2,Lahul and Spiti
2025-09-09,himachal pradesh,mandi,50,2,1,53,Mandi
2025-09-09,himachal pradesh,shimla,20,0,0,20,Shimla
2025-09-09,himachal pradesh,sirmaur,47,1,0,48,Sirmaur
2025-09-09,himachal pradesh,solan,24,0,0,24,Solan
2025-09-09,himachal pradesh,una,34,1,0,35,Una
2025-09-09,jammu and kashmir,anantnag,61,8,0,69,Anantnag
2025-09-09,jammu and kashmir,badgam,49,5,0,54,Badgam
2025-09-09,jammu and kashmir,bandipore,29,9,0,38,Bandipore
2025-09-09,jammu and kashmir,baramula,29,8,0,37,Baramula
2025-09-09,jammu and kashmir,budgam,18,1,0,19,Budgam
2025-09-09,jammu and kashmir,doda,13,8,0,21,Doda
2025-09-09,jammu and kashmir,ganderbal,16,3,0,19,Ganderbal
2025-09-09,jammu and kashmir,jammu,69,27,0,96,Jammu
2025-09-09,jammu and kashmir,kathua,36,6,0,42,Kathua
2025-09-09,jammu and kashmir,kishtwar,10,1,0,11,Kishtwar
2025-09-09,jammu and kashmir,kulgam,11,3,0,14,Kulgam
2025-09-09,jammu and kashmir,kupwara,28,9,0,37,Kupwara
2025-09-09,jammu and kashmir,pulwama,24,2,0,26,Pulwama
2025-09-09,jammu and kashmir,punch,19,14,0,33,Punch
2025-09-09,jammu and kashmir,rajouri,40,12,0,52,Rajouri
2025-09-09,jammu and kashmir,ramban,10,9,0,19,Ramban
2025-09-09,jammu and kashmir,reasi,16,3,0,19,Reasi
2025-09-09,jammu and kashmir,samba,3,0,0,3,Samba
2025-09-09,jammu and kashmir,shupiyan,12,4,0,16,Shupiyan
2025-09-09,jammu and kashmir,srinagar,65,3,0,68,Srinagar
2025-09-09,jammu and kashmir,udhampur,21,1,1,23,Udhampur
2025-09-09,jharkhand,bokaro,72,67,0,139,Bokaro
2025-09-09,jharkhand,chatra,53,46,0,99,Chatra
2025-09-09,jharkhand,deoghar,67,82,1,150,Deoghar
2025-09-09,jharkhand,dhanbad,76,83,0,159,Dhanbad
2025-09-09,jharkhand,dumka,37,64,0,101,Dumka
2025-09-09,jharkhand,eastsinghbhum,92,45,7,144,East Singhbhum
2025-09-09,jharkhand,garhwa,97,36,0,133,Garhwa
2025-09-09,jharkhand,garhwa*,1,1,0,2,Garhwa *
2025-09-09,jharkhand,giridih,93,91,1,185,Giridih
2025-09-09,jharkhand,godda,57,52,0,109,Godda
2025-09-09,jharkhand,gumla,89,64,0,153,Gumla
2025-09-09,jharkhand,hazaribag,4,4,0,8,Hazaribag
2025-09-09,jharkhand,hazaribagh,60,42,0,102,Hazaribagh
2025-09-09,jharkhand,jamtara,56,31,0,87,Jamtara
2025-09-09,jharkhand,khunti,24,9,1,34,Khunti
2025-09-09,jharkhand,kodarma,4,2,0,6,Kodarma
2025-09-09,jharkhand,koderma,43,32,0,75,Koderma
2025-09-09,jharkhand,latehar,42,29,0,71,Latehar
2025-09-09,jharkhand,lohardaga,37,21,0,58,Lohardaga
2025-09-09,jharkhand,pakaur,13,8,0,21,Pakaur
2025-09-09,jharkhand,pakur,77,43,1,121,Pakur
2025-09-09,jharkhand,palamau,9,1,0,10,Palamau
2025-09-09,jharkhand,palamu,149,34,1,184,Palamu
2025-09-09,jharkhand,pashchimisinghbhum,3,10,0,13,Pashchimi Singhbhum
2025-09-09,jharkhand,purbisinghbhum,17,4,0,21,Purbi Singhbhum
2025-09-09,jharkhand,ramgarh,49,22,0,71,Ramgarh
2025-09-09,jharkhand,ranchi,116,78,0,194,Ranchi
2025-09-09,jharkhand,sahebganj,74,66,0,140,Sahebganj
2025-09-09,jharkhand,sahibganj,2,2,0,4,Sahibganj
2025-09-09,jharkhand,seraikela-kharsawan,58,40,0,98,Seraikela-Kharsawan
2025-09-09,jharkhand,simdega,38,14,0,52,Simdega
2025-09-09,jharkhand,westsinghbhum,78,30,0,108,West Singhbhum
2025-09-09,karnataka,bagalkot,138,27,4,169,Bagalkot
2025-09-09,karnataka,ballari,65,8,3,76,Ballari
2025-09-09,karnataka,bangalore,87,16,0,103,Bangalore
2025-09-09,karnataka,bangalorerural,26,2,5,33,Bangalore Rural
2025-09-09,karnataka,belagavi,155,7,4,166,Belagavi
2025-09-09,karnataka,belgaum,121,25,0,146,Belgaum
2025-09-09,karnataka,bellary,92,23,0,115,Bellary
2025-09-09,karnataka,bengaluru,199,36,33,268,Bengaluru
2025-09-09,karnataka,bidar,93,19,0,112,Bidar
2025-09-09,karnataka,bijapur,72,20,0,92,Bijapur
2025-09-09,karnataka,chamarajanagar,2,0,0,2,Chamarajanagar
2025-09-09,karnataka,chamrajanagar,27,5,0,32,Chamrajanagar
2025-09-09,karnataka,chamrajnagar,5,0,0,5,Chamrajnagar
2025-09-09,karnataka,chickmagalur,17,2,0,19,Chickmagalur
2025-09-09,karnataka,chikkaballapur,70,10,1,81,Chikkaballapur
2025-09-09,karnataka,chikkamagaluru,13,1,1,15,Chikkamagaluru
2025-09-09,karnataka,chitradurga,46,5,0,51,Chitradurga
2025-09-09,karnataka,dakshinakannada,112,6,0,118,Dakshina Kannada
2025-09-09,karnataka,davanagere,10,1,0,11,Davanagere
2025-09-09,karnataka,davangere,86,5,0,91,Davangere
2025-09-09,karnataka,dharwad,93,4,0,97,Dharwad
2025-09-09,karnataka,gadag,151,7,1,159,Gadag
2025-09-09,karnataka,gadag*,2,0,0,2,Gadag *
2025-09-09,karnataka,gulbarga,76,14,0,90,Gulbarga
2025-09-09,karnataka,hasan,26,0,0,26,Hasan
2025-09-09,karnataka,hassan,46,2,0,48,Hassan
2025-09-09,karnataka,haveri,87,6,1,94,Haveri
2025-09-09,karnataka,haveri*,3,0,0,3,Haveri *
2025-09-09,karnataka,kalaburagi,76,10,0,86,Kalaburagi
2025-09-09,karnataka,kodagu,29,2,0,31,Kodagu
2025-09-09,karnataka,kolar,74,8,1,83,Kolar
2025-09-09,karnataka,koppal,95,31,2,128,Koppal
2025-09-09,karnataka,mandya,35,5,0,40,Mandya
2025-09-09,karnataka,mysore,32,5,0,37,Mysore
2025-09-09,karnataka,mysuru,47,15,2,64,Mysuru
2025-09-09,karnataka,raichur,90,40,2,132,Raichur
2025-09-09,karnataka,ramanagar,88,4,1,93,Ramanagar
2025-09-09,karnataka,shimoga,45,2,0,47,Shimoga
2025-09-09,karnataka,shivamogga,37,4,0,41,Shivamogga
2025-09-09,karnataka,tumakuru,59,5,2,66,Tumakuru
2025-09-09,karnataka,tumkur,40,7,0,47,Tumkur
2025-09-09,karnataka,udupi,58,4,0,62,Udupi
2025-09-09,karnataka,uttarakannada,50,4,0,54,Uttara Kannada
2025-09-09,karnataka,vijayanagara,52,6,2,60,Vijayanagara
2025-09-09,karnataka,vijayapura,101,28,0,129,Vijayapura
2025-09-09,karnataka,yadgir,105,26,1,132,Yadgir
2025-09-09,kerala,alappuzha,34,21,0,55,Alappuzha
2025-09-09,kerala,ernakulam,76,28,0,104,Ernakulam
2025-09-09,kerala,idukki,30,6,0,36,Idukki
2025-09-09,kerala,kannur,86,39,2,127,Kannur
2025-09-09,kerala,kasaragod,64,16,0,80,Kasaragod
2025-09-09,kerala,kasargod,4,2,0,6,Kasargod
2025-09-09,kerala,kollam,80,21,2,103,Kollam
2025-09-09,kerala,kottayam,42,11,1,54,Kottayam
2025-09-09,kerala,kozhikode,76,47,2,125,Kozhikode
2025-09-09,kerala,malappuram,166,86,1,253,Malappuram
2025-09-09,kerala,palakkad,70,32,0,102,Palakkad
2025-09-09,kerala,pathanamthitta,19,14,1,34,Pathanamthitta
2025-09-09,kerala,thiruvananthapuram,80,40,1,121,Thiruvananthapuram
2025-09-09,kerala,thrissur,73,25,2,100,Thrissur
2025-09-09,kerala,wayanad,14,1,0,15,Wayanad
2025-09-09,ladakh,kargil,4,1,0,5,Kargil
2025-09-09,ladakh,leh,1,0,0,1,Leh
2025-09-09,lakshadweep,lakshadweep,3,0,0,3,Lakshadweep
2025-09-09,madhya pradesh,agarmalwa,36,14,0,50,Agar Malwa
2025-09-09,madhya pradesh,alirajpur,19,41,0,60,Alirajpur
2025-09-09,madhya pradesh,anuppur,46,5,0,51,Anuppur
2025-09-09,madhya pradesh,ashoknagar,87,50,0,137,Ashok Nagar
2025-09-09,madhya pradesh,balaghat,108,8,0,116,Balaghat
2025-09-09,madhya pradesh,barwani,140,89,3,232,Barwani
2025-09-09,madhya pradesh,betul,112,26,3,141,Betul
2025-09-09,madhya pradesh,bhind,87,54,11,152,Bhind
2025-09-09,madhya pradesh,bhopal,159,22,1,182,Bhopal
2025-09-09,madhya pradesh,burhanpur,46,19,0,65,Burhanpur
2025-09-09,madhya pradesh,chhatarpur,209,76,0,285,Chhatarpur
2025-09-09,madhya pradesh,chhindwara,143,17,4,164,Chhindwara
2025-09-09,madhya pradesh,damoh,95,21,0,116,Damoh
2025-09-09,madhya pradesh,datia,97,43,1,141,Datia
2025-09-09,madhya pradesh,dewas,107,54,0,161,Dewas
2025-09-09,madhya pradesh,dhar,134,83,2,219,Dhar
2025-09-09,madhya pradesh,dindori,59,13,0,72,Dindori
2025-09-09,madhya pradesh,eastnimar,23,50,0,73,East Nimar
2025-09-09,madhya pradesh,guna,207,62,0,269,Guna
2025-09-09,madhya pradesh,gwalior,168,66,0,234,Gwalior
2025-09-09,madhya pradesh,harda,42,13,0,55,Harda
2025-09-09,madhya pradesh,harda*,5,4,0,9,Harda *
2025-09-09,madhya pradesh,hoshangabad,150,23,0,173,Hoshangabad
2025-09-09,madhya pradesh,indore,227,54,5,286,Indore
2025-09-09,madhya pradesh,jabalpur,203,38,1,242,Jabalpur
2025-09-09,madhya pradesh,jhabua,155,119,1,275,Jhabua
2025-09-09,madhya pradesh,katni,171,45,0,216,Katni
2025-09-09,madhya pradesh,khandwa,27,19,0,46,Khandwa
2025-09-09,madhya pradesh,khargone,187,60,6,253,Khargone
2025-09-09,madhya pradesh,maihar,8,0,0,8,Maihar
2025-09-09,madhya pradesh,mandla,52,4,0,56,Mandla
2025-09-09,madhya pradesh,mandsaur,84,31,0,115,Mandsaur
2025-09-09,madhya pradesh,mauganj,8,2,0,10,Mauganj
2025-09-09,madhya pradesh,morena,131,94,2,227,Morena
2025-09-09,madhya pradesh,narmadapuram,15,1,0,16,Narmadapuram
2025-09-09,madhya pradesh,narsimhapur,30,8,0,38,Narsimhapur
2025-09-09,madhya pradesh,narsinghpur,103,33,1,137,Narsinghpur
2025-09-09,madhya pradesh,neemuch,98,35,0,133,Neemuch
2025-09-09,madhya pradesh,niwari,1,1,0,2,Niwari
